WeaponID,No.,Name,カテゴリー,属性,攻撃力,攻撃力10-5,属性値,属性値10-5,会心率,装備スキル①,装備スキル①Lv,画像,装備スキル②,装備スキル②Lv,モンスター,画像ファイルネーム,s3Url,補足,CreatedAt,UpdatedAt
yuRU4IuT,110009,雷顎重弩ドネルテルマ改5,ヘビィボウガン,雷属性,1203,,1278,,-40,凶会心,1,,,,アンジャナフ亜種,,,,,
F4DQEVBS,110010,妃竜砲【飛撃】5,ヘビィボウガン,無属性,1878,,0,,0,体力増強,2,,,,リオレイア,,,,2024/10/03 20:27:25,2024/10/03 20:27:25
UzD7mvDn,110011,月華妃竜砲【煌撃】5,ヘビィボウガン,無属性,1993,,0,,30,追い打ち【毒】,2,,,,リオレイア希少種,,,,2024/10/14 18:44:10,2024/10/17 10:33:58
vlHubmEG,110012,ロゼッテス改5,ヘビィボウガン,氷属性,1221,,1142,,0,精霊の加護,2,,,,レイギエナ,,,,2024/10/03 20:28:20,2024/10/03 20:28:20
N4pm4OhN,110013,デュエルスタッブ5,ヘビィボウガン,無属性,1979,,0,,0,火事場力,1,,,,ディアブロス,,,,2024/10/03 20:30:13,2024/10/03 20:30:13
I5ZY3zgz,110014,カーディアーカ5,ヘビィボウガン,無属性,2218,,0,,-30,破壊王,1,,,,ディアブロス亜種,,https://monchan-db.s3.ap-northeast-1.amazonaws.com/1100xx/%E3%82%AB%E3%83%BC%E3%83%87%E3%82%A3%E3%82%A2%E3%83%BC%E3%82%AB.png,,2024/10/03 20:34:46,2024/10/03 20:34:46
CHk1TFRU,110015,バルキンキャノン5,ヘビィボウガン,無属性,1756,,0,,0,防御,2,,,,ラドバルキン,,,,2024/10/03 20:37:35,2024/10/03 20:37:35
maR9LvWh,110016,アイシクルアサルト7,ヘビィボウガン,氷属性,1191,,910,,20,回避距離UP,1,,,,ベリオロス,,https://monchan-db.s3.ap-northeast-1.amazonaws.com/1100xx/%E3%82%A2%E3%82%A4%E3%82%B7%E3%82%AF%E3%83%AB%E3%82%A2%E3%82%B5%E3%83%AB%E3%83%88.png,,2024/10/03 20:38:35,2024/10/18 10:07:44
HIau5NlN,110017,王牙砲【震雷】1,ヘビィボウガン,雷属性,1221,,1142,,0,ジャスト回避強化,1,,,,ジンオウガ,,,,2024/10/05 0:17:04,2024/10/05 0:17:04
wA7faU7o,110018,アルマデステリオ5,ヘビィボウガン,雷属性,1588,,632,,0,ガード性能,1,,,,ツィツィヤック,,https://monchan-db.s3.ap-northeast-1.amazonaws.com/1100xx/%E3%82%A2%E3%83%AB%E3%83%9E%E3%83%87%E3%82%B9%E3%83%86%E3%83%AA%E3%82%AA.png,,2024/10/05 0:18:14,2024/10/18 10:04:22
isEPsEZK,110019,アンフィニグラ5,ヘビィボウガン,龍属性,1318,,1261,,-30,装填防御,1,,,,イビルジョー,,https://monchan-db.s3.ap-northeast-1.amazonaws.com/1100xx/%E3%82%A2%E3%83%B3%E3%83%95%E3%82%A3%E3%83%8B%E3%82%B0%E3%83%A9.png,,2024/10/05 0:19:57,2024/10/18 10:03:59
GVzaaNJl,110020,アースイーター5,ヘビィボウガン,火属性,1666,,527,,-15,火事場力,1,,,,バサルモス,,https://monchan-db.s3.ap-northeast-1.amazonaws.com/1100xx/%E3%82%A2%E3%83%BC%E3%82%B9%E3%82%A4%E3%83%BC%E3%82%BF%E3%83%BC.png,,2024/10/05 0:20:56,2024/10/18 10:02:43
UcRm2pdZ,110021,グラン＝ダオラ5,ヘビィボウガン,氷属性,1553,,974,,0,狩人の結束,1,,風圧耐性,2,クシャルダオラ,,,,2024/10/05 0:22:15,2024/10/18 10:02:22
hynvaBMh,110022,あしひきの山砲の御車5,ヘビィボウガン,水属性,1138,,1156,,20,ジャスト回避強化,1,,,,タマミツネ,,https://monchan-db.s3.ap-northeast-1.amazonaws.com/1100xx/%E3%81%82%E3%81%97%E3%81%B2%E3%81%8D%E3%81%AE%E5%B1%B1%E7%A0%B2%E3%81%AE%E5%BE%A1%E8%BB%8A.png,,2024/10/12 22:36:13,2024/10/18 9:50:58
Jnw9FlTU,110023,テオ＝フランマルス5,ヘビィボウガン,火属性,1553,,974,,0,狩人の結束,1,,火事場力,2,テオ・テスカトル,,,,2024/10/05 0:25:01,2024/10/18 10:01:44
mPKYyhfo,110024,禍ツ大筒ノ幽鬼セッド5,ヘビィボウガン,無属性,1878,,0,,0,破壊王,1,,,,マガイマガド,,,,2024/10/05 0:28:52,2024/10/05 0:28:52
jQZjO84f,110025,金獅子砲【重雷】5,ヘビィボウガン,雷属性,1318,,1261,,-30,攻めの守勢,2,,,,ラージャン,,,,2024/10/05 0:30:10,2024/10/05 0:30:10
NGWDxbrG,110026,撃滅の砲火5,ヘビィボウガン,龍属性,1553,,974,,0,狩人の結束,1,,破壊王,2,ネルギガンテ,,,,2024/10/14 18:41:50,2024/10/17 10:34:22
knmbjUJ9,110027,スレイペンギング5,ヘビィボウガン,氷属性,1588,,632,,0,ガード性能,1,,,,ウルクスス,,,,,
RPTWKJgS,110028,転弩エイトボール5,ヘビィボウガン,無属性,1878,,0,,0,回避距離UP,1,,,,ラングロトラ,,,,,
ScNFR6Iq,110029,レックスハウル改5,ヘビィボウガン,無属性,2198,,0,,-40,凶会心,1,,,,ティガレックス,,,,,
NecWb6zh,110030,カーサスハウリング6,ヘビィボウガン,無属性,2198,,0,,-10,装填防御,3,,,,ティガレックス亜種,,,,,
PRswmav9,110031,クイックキャスト5,ヘビィボウガン,雷属性,1205,,1305,,0,狩人の結束,1,,力の解放,1,キリン,,https://monchan-db.s3.ap-northeast-1.amazonaws.com/1100xx/%E3%82%AF%E3%82%A4%E3%83%83%E3%82%AF%E3%82%AD%E3%83%A3%E3%82%B9%E3%83%88.png,,,
LP0DZPAK,110032,纏砲モッティカマン5,ヘビィボウガン,無属性,1834,,0,,10,防御の備え,1,,,,チャタカブラ,,,,,
Z50nXZJI,110033,青熊轟筒【川漁】5,ヘビィボウガン,無属性,1971,,0,,-20,SPスキル威力アップ,2,,,,アオアシラ,,,,,
CKpsyawd,110034,灼炎のイグナー6,ヘビィボウガン,火属性,1318,,1261,,-30,凶会心,1,,,,ディノバルド,,,,,
oBFAkDWN,110035,カーマヒトバーレ5,ヘビィボウガン,無属性,2041,,0,,0,狩人の結束,1,,闇討ち,2,オオナズチ,,,,,
ecDtWnfM,110036,大天具・杖弩ジゾウ5,ヘビィボウガン,無属性,1764,,0,,0,グループハント強化【攻撃】,2,,,,ビシュテンゴ,,,,,
d5VvGsaN,110037,ヒドゥンスナイパー改5,ヘビィボウガン,無属性,1738,,0,,40,死中に活,2,,,,ナルガクルガ,,,,,
cVWZgdtY,110038,冷たき月の駆動砲5,ヘビィボウガン,氷属性,1020,,1173,,0,ハイチャージ【氷】,1,,,,ルナガロン,,,,,
NLI5hBP7,110039,ゴルム・カノン改5,ヘビィボウガン,無属性,1979,,0,,0,果敢,1,,,,ガランゴルム,,,,,
lMUqAxgh,110040,ローゼンクーゲル改5,ヘビィボウガン,火属性,1197,,1154,,20,破壊王【SPスキル】,2,,,,エスピナス,,,,,
X8lq0weB,110041,欲動のトーデス5,ヘビィボウガン,龍属性,1205,,1305,,0,狩人の結束,1,,ハイチャージ【龍】,1,メル・ゼナ,,,,,
bEXjpul3,110042,ヒュドロスライモス5,ヘビィボウガン,水属性,1328,,1074,,20,狩人の結束,1,,弱点特効,1,ネロミェール,,,,,
pDe8u9fQ,110043,雷竜大砲【襲撃】改5,ヘビィボウガン,雷属性,1138,,1156,,20,雷属性攻撃強化,1,,,,ライゼクス,,,,,
BZAQdrPF,110044,カーニバル2024キャノン7,ヘビィボウガン,無属性,1978,,0,,0,防御,2,,,,なし,,https://monchan-db.s3.ap-northeast-1.amazonaws.com/1100xx/%E3%82%AB%E3%83%BC%E3%83%8B%E3%83%90%E3%83%AB2024%E3%82%AD%E3%83%A3%E3%83%8E%E3%83%B3.png,,2024/10/14 18:47:16,2024/10/17 10:33:28
qQIPfQRu,110045,夏宴の大砲8,ヘビィボウガン,火属性,1221,,1142,,0,アクセルスイミング【2025】,1,,,,なし,,,,,
cCRe0559,110046,ヘビィシューター5,ヘビィボウガン,無属性,1596,,0,,0,SPゲージ加速,1,,,,なし,,,,2024/10/05 0:30:54,2024/10/05 0:30:54
CN2H7Xy3,110047,エスペラキャノン5,ヘビィボウガン,無属性,1878,,0,,0,ガード性能,1,,,,なし,,https://monchan-db.s3.ap-northeast-1.amazonaws.com/1100xx/%E3%82%A8%E3%82%B9%E3%83%9A%E3%83%A9%E3%82%AD%E3%83%A3%E3%83%8E%E3%83%B3.png,,,
WzkkuScJ,120001,鋼鉄弓5,弓,無属性,1596,,0,,0,毒耐性,2,,,,なし,,https://monchan-db.s3.ap-northeast-1.amazonaws.com/1200xx/%E9%8B%BC%E9%89%84%E5%BC%93.png,,2024/08/03 9:29:34,2024/10/05 8:51:55
nRWpZXll,120002,リーシャアルサクル5,弓,無属性,1596,,0,,30,不屈,2,,,,クルルヤック,,https://monchan-db.s3.ap-northeast-1.amazonaws.com/1200xx/%E3%83%AA%E3%83%BC%E3%82%B7%E3%83%A3%E3%82%A2%E3%83%AB%E3%82%B5%E3%82%AF%E3%83%AB.png,,2024/08/03 9:29:34,2024/10/17 22:38:39
KTiBS5Iv,120003,ダチュラストリング5,弓,毒,1596,,400,,0,闇討ち,1,,,,プケプケ,,https://monchan-db.s3.ap-northeast-1.amazonaws.com/1200xx/%E3%83%80%E3%83%81%E3%83%A5%E3%83%A9%E3%82%B9%E3%83%88%E3%83%AA%E3%83%B3%E3%82%B0.png,,2024/08/03 9:29:34,2024/10/18 10:20:37
BZ6PBaRG,120004,ラグーナシュート6,弓,水属性,1221,,1142,,0,耳栓,1,,,,プケプケ亜種,,https://monchan-db.s3.ap-northeast-1.amazonaws.com/1200xx/%E3%83%A9%E3%82%B0%E3%83%BC%E3%83%8A%E3%82%B7%E3%83%A5%E3%83%BC%E3%83%88.png,,2024/08/03 9:29:34,2024/10/18 10:20:15
JmKUGcZs,120005,飛雷弓イテカガチ5,弓,雷属性,1293,,910,,0,回避距離UP,1,,,,トビカガチ,,https://monchan-db.s3.ap-northeast-1.amazonaws.com/1200xx/%E9%A3%9B%E9%9B%B7%E5%BC%93%E3%82%A4%E3%83%86%E3%82%AB%E3%82%AC%E3%83%81.png,,2024/08/03 9:29:34,2024/10/18 10:19:52
RhFicwup,120006,ナイトメアストリング6,弓,睡眠,1756,,300,,0,闇討ち,1,,,,パオウルムー亜種,,https://monchan-db.s3.ap-northeast-1.amazonaws.com/1200xx/%E3%83%8A%E3%82%A4%E3%83%88%E3%83%A1%E3%82%A2%E3%82%B9%E3%83%88%E3%83%AA%E3%83%B3%E3%82%B0.png,,2024/08/03 9:29:34,2024/10/17 22:40:27
NgBxOEtZ,120007,ウォーターシュート5,弓,水属性,1293,,910,,0,背水防御,1,,,,ジュラトドス,,https://monchan-db.s3.ap-northeast-1.amazonaws.com/1200xx/%E3%82%A6%E3%82%A9%E3%83%BC%E3%82%BF%E3%83%BC%E3%82%B7%E3%83%A5%E3%83%BC%E3%83%88.png,,2024/08/03 9:29:34,2024/10/17 22:38:06
m2qs8H16,120008,ジャナフアルカウス5,弓,火属性,1293,,910,,0,尻上がり,1,,,,アンジャナフ,,https://monchan-db.s3.ap-northeast-1.amazonaws.com/1200xx/%E3%82%B8%E3%83%A3%E3%83%8A%E3%83%95%E3%82%A2%E3%83%AB%E3%82%AB%E3%82%A6%E3%82%B9.png,,2024/08/03 9:29:34,2024/10/17 22:37:33
kWemgezI,120009,レラ=ジャナール6,弓,雷属性,1197,,1154,,20,会心撃【属性】,1,,,,アンジャナフ亜種,,,,,
uMbYXL9n,120010,プリンセスアロー7,弓,毒,1516,,496,,0,体力増強,2,,,,リオレイア,,https://monchan-db.s3.ap-northeast-1.amazonaws.com/1200xx/%E3%83%97%E3%83%AA%E3%83%B3%E3%82%BB%E3%82%B9%E3%82%A2%E3%83%AD%E3%83%BC.png,,2024/08/03 9:29:34,2024/10/17 22:37:15
lWQf4AiT,120011,ローゼスアロー6,弓,龍属性,1293,,910,,0,回避距離UP,1,,,,リオレイア亜種,,https://monchan-db.s3.ap-northeast-1.amazonaws.com/1200xx/%E3%83%AD%E3%83%BC%E3%82%BC%E3%82%B9%E3%82%A2%E3%83%AD%E3%83%BC.png,,2024/08/03 9:29:34,2024/10/17 20:43:26
LBhYClOq,120012,ルナティックアロー5,弓,龍属性,1258,,1082,,30,追い打ち【毒】,2,,,,リオレイア希少種,,https://monchan-db.s3.ap-northeast-1.amazonaws.com/1200xx/%E3%83%AB%E3%83%8A%E3%83%86%E3%82%A3%E3%83%83%E3%82%AF%E3%82%A2%E3%83%AD%E3%83%BC.png,,2024/10/14 18:52:33,2024/10/17 10:31:52
rnkh5Dd7,120013,ファーンライク5,弓,氷属性,1221,,1142,,0,精霊の加護,2,,,,レイギエナ,,https://monchan-db.s3.ap-northeast-1.amazonaws.com/1200xx/%E3%83%95%E3%82%A1%E3%83%BC%E3%83%B3%E3%83%A9%E3%82%A4%E3%82%AF.png,,2024/08/03 9:29:34,2024/10/17 22:35:57
iV5cgFWZ,120014,ブロスホーンボウ5,弓,無属性,1979,,0,,0,火事場力,1,,,,ディアブロス,,https://monchan-db.s3.ap-northeast-1.amazonaws.com/1200xx/%E3%83%96%E3%83%AD%E3%82%B9%E3%83%9B%E3%83%BC%E3%83%B3%E3%83%9C%E3%82%A6.png,,2024/08/03 9:29:34,2024/10/17 22:35:32
KfFaXeWZ,120015,角王弓ゲイルホーン5,弓,無属性,2218,,0,,-30,破壊王,1,,,,ディアブロス亜種,,https://monchan-db.s3.ap-northeast-1.amazonaws.com/1200xx/%E8%A7%92%E7%8E%8B%E5%BC%93%E3%82%B2%E3%82%A4%E3%83%AB%E3%83%9B%E3%83%BC%E3%83%B3.png,,2024/08/03 9:29:34,2024/10/17 22:35:12
e5viIOCy,120016,火竜の強弓6,弓,火属性,1221,,1142,,0,耳栓,1,,,,リオレウス,,https://monchan-db.s3.ap-northeast-1.amazonaws.com/1200xx/%E7%81%AB%E7%AB%9C%E3%81%AE%E5%BC%B7%E5%BC%93.png,,2024/08/03 9:29:34,2024/10/17 22:34:52
Fxk9fmDs,120017,蒼火竜の剛弓6,弓,火属性,1682,,605,,0,SPスキル威力アップ,1,,,,リオレウス亜種,,https://monchan-db.s3.ap-northeast-1.amazonaws.com/1200xx/%E8%92%BC%E7%81%AB%E7%AB%9C%E3%81%AE%E5%89%9B%E5%BC%93.png,,2024/08/03 9:29:34,2024/10/17 22:34:30
qZmpo2ws,120018,銀火竜の烈弓5,弓,火属性,1258,,1082,,30,会心撃【属性】,2,,,,リオレウス希少種,,https://monchan-db.s3.ap-northeast-1.amazonaws.com/1200xx/%E9%8A%80%E7%81%AB%E7%AB%9C%E3%81%AE%E7%83%88%E5%BC%93.png,,2024/10/14 18:50:33,2024/10/17 10:32:16
fGZHHrkD,120019,巨牛の大弓8,弓,無属性,1764,,0,,0,体幹強化,2,,,,バフバロ,,https://monchan-db.s3.ap-northeast-1.amazonaws.com/1200xx/%E5%B7%A8%E7%89%9B%E3%81%AE%E5%A4%A7%E5%BC%93.png,,2024/08/03 9:29:34,2024/10/17 22:34:12
CvSkL84J,120020,アイシクルブリザード7,弓,氷属性,1191,,910,,20,回避距離UP,1,,,,ベリオロス,,https://monchan-db.s3.ap-northeast-1.amazonaws.com/1200xx/%E3%82%A2%E3%82%A4%E3%82%B7%E3%82%AF%E3%83%AB%E3%83%96%E3%83%AA%E3%82%B6%E3%83%BC%E3%83%89.png,,2024/08/03 9:29:34,2024/12/06 22:09:38
SFsJuJEp,120021,王牙弓【稚雷】1,弓,雷属性,1221,,1142,,0,ジャスト回避強化,1,,,,ジンオウガ,,https://monchan-db.s3.ap-northeast-1.amazonaws.com/1200xx/%E7%8E%8B%E5%BC%93%E3%82%A8%E3%83%B3%E3%83%A9%E3%82%A4%E6%94%B9.png,,2024/08/03 9:29:34,2024/10/17 22:33:53
FDatEeqB,120022,ヴィランブレイス5,弓,龍属性,1318,,1261,,-30,フルチャージ,2,,,,イビルジョー,,https://monchan-db.s3.ap-northeast-1.amazonaws.com/1200xx/%E3%83%B4%E3%82%A3%E3%83%A9%E3%83%B3%E3%83%96%E3%83%AC%E3%82%A4%E3%82%B9.png,,2024/08/03 9:29:34,2024/10/17 22:33:33
Xfo4ujdT,120023,フルネイルカイル5,弓,雷属性,1194,,913,,20,フルチャージ,1,,,,フルフル,,https://monchan-db.s3.ap-northeast-1.amazonaws.com/1200xx/%E3%83%95%E3%83%AB%E3%83%8D%E3%82%A4%E3%83%AB%E3%82%AB%E3%82%A4%E3%83%AB.png,,2024/08/03 9:29:34,2024/12/06 20:45:56
BBKg1Fub,120024,アルナス=ダオラ5,弓,氷属性,1553,,974,,0,狩人の結束,1,,風圧耐性,2,クシャルダオラ,,https://monchan-db.s3.ap-northeast-1.amazonaws.com/1200xx/%E3%82%A2%E3%83%AB%E3%83%8A%E3%82%B9%3D%E3%83%80%E3%82%AA%E3%83%A9.png,,2024/08/03 9:29:34,2024/10/17 22:33:01
JJ6gOeQE,120025,なぐるやの遠弓の真弦5,弓,水属性,1138,,1156,,20,ジャスト回避強化,1,,,,タマミツネ,,https://monchan-db.s3.ap-northeast-1.amazonaws.com/1200xx/%E3%81%AA%E3%81%90%E3%82%8B%E3%82%84%E3%81%AE%E9%81%A0%E5%BC%93%E3%81%AE%E7%9C%9F%E5%BC%A6.png,,2024/08/03 9:29:34,2024/10/17 22:32:36
uD17LXgs,120026,勇猛と光明の凄烈弓5,弓,爆破,1684,,502,,0,狩人の結束,1,,火事場力,2,テオ・テスカトル,,https://monchan-db.s3.ap-northeast-1.amazonaws.com/1200xx/%E5%8B%87%E7%8C%9B%E3%81%A8%E5%85%89%E6%98%8E%E3%81%AE%E5%87%84%E7%83%88%E5%BC%93.png,,2024/08/20 15:36:19,2024/08/25 12:44:34
GOk9fDPe,120027,禍ツ弓ノ幽鬼キューヌ5,弓,爆破,1516,,496,,0,破壊王,1,,,,マガイマガド,,https://monchan-db.s3.ap-northeast-1.amazonaws.com/1200xx/%E7%A6%8D%E3%83%84%E5%BC%93%E3%83%8E%E5%B9%BD%E9%AC%BC%E3%82%AD%E3%83%A5%E3%83%BC%E3%83%8C.png,,2024/10/12 22:44:51,2024/10/18 10:23:48
mPfYmnpo,120028,雷弓【百獣王】5,弓,雷属性,1318,,1261,,-30,尻上がり,2,,,,ラージャン,,https://monchan-db.s3.ap-northeast-1.amazonaws.com/1200xx/%E9%9B%B7%E5%BC%93%E3%80%90%E7%99%BE%E7%8D%A3%E7%8E%8B%E3%80%91.png,,2024/10/12 22:42:33,2024/10/12 22:42:33
MO4X2Ih8,120029,必滅の一矢5,弓,龍属性,1553,,974,,0,狩人の結束,1,,破壊王,2,ネルギガンテ,,https://monchan-db.s3.ap-northeast-1.amazonaws.com/1200xx/%E5%BF%85%E6%BB%85%E3%81%AE%E4%B8%80%E7%9F%A2.png,,2024/10/14 18:53:51,2024/10/17 10:30:39
GetECuga,120030,レックスボウ6,弓,無属性,2198,,0,,-40,凶会心,1,,,,ティガレックス,,,,,
pQm73OTf,120031,カーサスアーク6,弓,無属性,2198,,0,,-10,弾導強化,3,,,,ティガレックス亜種,,,,,
hbRqfyCD,120032,青熊剛弓【蜜壺】5,弓,無属性,1971,,0,,-20,SPスキル威力アップ,2,,,,アオアシラ,,,,,
OJvCYPVW,120033,ディノアロー6,弓,火属性,1318,,1261,,-30,凶会心,1,,,,ディノバルド,,,,,
o0WIr2DG,120034,魔導弓アルマデール5,弓,毒,1741,,505,,0,狩人の結束,1,,闇討ち,2,オオナズチ,,,,,
k7bYLVwP,120035,ダーティリボルバー5,弓,毒,1647,,307,,10,集中,1,,,,ドスフロギィ,,,,,
FI5QOHvw,120036,大天具・光弓アイゼン,弓,麻痺,1516,,496,,0,グループハント強化【攻撃】,2,,,,ビシュテンゴ,,,,,
TVB3tclm,120037,ヒドゥンボウ改5,弓,無属性,1738,,0,,40,死中に活,2,,,,ナルガクルガ,,,,,
mz9KMxW9,120038,ネロ・プラヌラ5,弓,水属性,1328,,1074,,20,狩人の結束,1,,弱点特効,1,ネロミェール,,,,,
WtkeihJS,120039,冷たき月の弓改5,弓,氷属性,1020,,1173,,0,ハイチャージ【氷】,1,,,,ルナガロン,,,,,
GndBObky,120040,ゴルム・ボーゲン改5,弓,無属性,1979,,0,,0,果敢,1,,,,ガランゴルム,,,,,
gf2KDARY,120041,ローゼンボーゲン改5,弓,火属性,1197,,1154,,20,破壊王【SPスキル】,2,,,,エスピナス,,,,,
bcmI8NCV,120042,渇望のヴァンピア5,弓,龍属性,1205,,1305,,0,狩人の結束,1,,ハイチャージ【龍】,1,メル・ゼナ,,,,,
GOmQNstX,120043,炎尾弓リビオラ5,弓,火属性,1020,,1173,,0,勇猛,1,,,,ケマトリス,,,,,
fJAOCVw0,120044,雷撃弓トネール改5,弓,雷属性,1138,,1156,,20,雷属性攻撃強化,1,,,,ライゼクス,,,,,
P1z00ocH,120045,カーニバル2024アロー7,弓,爆破,1623,,313,,0,防御,2,,,,なし,,https://monchan-db.s3.ap-northeast-1.amazonaws.com/1200xx/%E3%82%AB%E3%83%BC%E3%83%8B%E3%83%90%E3%83%AB2024%E3%82%A2%E3%83%AD%E3%83%BC.png,,2024/10/14 18:55:16,2024/10/17 10:30:09
qQ6MCaS0,120046,パワーハンターボウ5,弓,無属性,1596,,0,,0,SPゲージ加速,1,,,,なし,,https://monchan-db.s3.ap-northeast-1.amazonaws.com/1200xx/%E3%83%91%E3%83%AF%E3%83%BC%E3%83%8F%E3%83%B3%E3%82%BF%E3%83%BC%E3%83%9C%E3%82%A6.png,,2024/08/03 9:29:34,2024/10/05 8:51:22
C07FTPbI,120047,エスペラボウ5,弓,無属性,1878,,0,,0,集中,1,,,,なし,,,,,
g8FgkfaB,120048,ラッピングアロー5,弓,麻痺,1020,,1173,,0,弾導強化,2,,,,なし,,,,,
